trial_ID,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,shape
35,0.977033394544914,1.0062427197476522,1.002184338657913,1.001324388074707,0.9908786591559701,1.0020910367631373,1.0011906415997778,1.0010438204717624,0.999401611828564,1.0007420079140734,1.0007464215327306,1.0004454585068503,round_left
36,0.9787144326940918,1.0020221550689925,1.001008782098999,1.0008277745436118,0.9905267339171563,1.001046629453175,1.0003398198313724,1.000348680455461,0.9988047416442272,0.9997032849003514,1.0001483202729093,1.00014848616895,round_left
37,0.9767224139809783,1.0060756976221226,1.0016799476084135,1.0011586880324355,0.9905267339171563,1.0024399132475288,1.0008507636565738,1.0005220006619413,0.9988047416442272,1.0001484015828146,1.0004473819912265,1.0002969723379003,round_left
38,0.9800849247118626,1.004724870638363,1.0011749639176306,1.000994103073403,0.9905317194323648,1.0022665860769395,1.0006796396627449,1.000348680455461,0.9988054120691588,1.0001483795630528,1.0005968125267064,1.0002969282481622,round_left
39,0.9784125933687506,1.0040443770610172,1.0013414359849322,1.000994390863189,0.9905440069138618,1.0012168733876428,1.000849717186861,1.0003454973500796,0.9992523203049652,1.0,1.0004472235166793,1.0001490579825874,round_left
40,0.978870628749303,1.0050568510151747,1.0015098760077663,1.0009927878022304,0.990893160211389,1.0019122617142628,1.000849861977303,1.0005205518292413,0.9992527196936319,1.0004450969378547,1.0004472901962442,1.000297192067392,round_left
41,0.9819277570565212,1.0042115691743556,1.0016786551296295,1.0009926229191608,0.9915893311493814,1.0020871097182291,1.0005111080823226,1.0003477729242165,0.9992527196936319,1.0,1.0001490967320814,1.0001481120075275,round_left
42,0.9835581636390558,1.0047106325706594,1.0013526802570922,1.000998775124208,0.9920770733365464,1.002092166369425,1.000683475255384,1.000523085350467,0.9989552440587528,0.999704046299405,1.0001494444849606,1.0001483279922243,round_left
43,0.9791710124299053,1.0053950212777336,1.00134233631405,1.0008270898996476,0.9903694435116224,1.0024376581654906,1.0006795779373638,1.000520822944578,0.9992533436390557,1.0001480276832044,1.0004474236150418,1.0002972804167736,round_left
44,0.9776414189837008,1.003875132340395,1.00134233631405,1.0009915112719174,0.9905425985654013,1.0017402355295872,1.0006795779373638,1.000520822944578,0.9989543294489298,0.9998509584285543,1.0002982379304637,1.000148133947944,round_left
45,0.9768785329362438,1.0043830691356652,1.00151114392581,1.0008273633014115,0.990543223909307,1.0013906573513294,1.0006796937755817,1.0003457975621273,0.9992533436390557,1.000149063788147,1.0004474903542926,0.9998508978563179,round_left
46,0.9799363780261849,1.005226362587389,1.0020148567787857,1.0011583048913728,0.9919379345273723,1.0027844971955662,1.0010209540698556,1.0008692297116908,1.001796141728212,1.0004452951373568,1.0007459285224272,1.0002973244671887,round_left
47,0.9767332168437237,1.0057324618127164,1.00201248879133,1.0011583048913728,0.9896733495635542,1.0026108041675432,1.0008502948328073,1.0003480751664997,0.9983561324125195,1.000149063788147,1.0004475571134563,1.0001491243784466,round_left
48,0.976421204971477,1.0003370338554618,1.0013432378525238,1.0006613360147736,0.9894954020820587,1.00121793239368,1.00067992557053,1.0005210943424676,0.9985051355825952,0.9997039005024566,1.0002983269028618,1.0002973244671887,round_left
49,0.9755059552554805,1.0042117088386218,1.0015096207889393,1.0008277745436118,0.9894935654702476,1.0022617117236858,1.0008484512566886,1.0005211844860011,0.9989537305094216,1.0002972458598622,1.0004476238925422,1.0001481779917911,round_left
50,0.975499256948453,1.0006747485635878,1.0011748258559083,1.0009944319549293,0.9891446679538722,1.0010433557510832,1.0006801560734313,1.0005212758170168,0.9985059339394249,0.9998508920610673,1.0004476238925422,1.0001481999517623,round_left
51,0.9755351542070537,1.0013476477982237,1.0003349634889795,1.0001658339616384,0.9901946362407716,1.0012187798462564,1.0005096709530206,1.0008669689262413,0.9985047373945048,1.000296187198424,1.0002984604610392,1.0004451717733998,round_top
52,0.9830247972444456,1.000338056504908,1.0001684967853655,0.999338702120973,0.9945640681456691,1.0,1.0003412023116456,1.0,1.0005980254165032,1.000148093599212,1.0,0.9998509642323835,round_top
53,0.974315016259022,1.0016843797998125,1.0003370503626337,0.9978522278797787,0.9903688270114387,1.0012167741964082,1.0003390119613653,0.9977448945074915,0.9976099478941577,1.0002972458598622,1.000149252503505,0.9995546299604298,round_top
54,0.972495112358609,1.0015153233205165,1.0001684967853655,1.0003302854361504,0.9894967982249404,1.0008686576358774,1.0001684111790914,1.000868474807584,0.9976110546478654,1.000296187198424,1.0,1.0005938564436814,round_top
55,0.9705279308817419,1.0015153233205165,1.0,0.999007869486582,0.9893239170465595,1.0012169872803771,1.0003390119613653,0.9984396993599447,0.9976103407994312,1.0002972458598622,1.0002973738247563,0.9995544975410203,round_top
56,0.9850209688156466,1.0,1.000166522482566,1.0016550152562667,0.9959654337675952,1.0,0.9998294279439671,1.0020851475890067,1.0010474289725457,1.0,0.999702714580146,1.0005940331166192,round_top
57,0.9715746265240413,1.0016852310231024,1.0006704891319806,0.997521314764091,0.9893187266210552,1.0013901329383907,1.00051189079663,0.9975711833513246,0.9967154591879503,1.0001491301754257,1.0002974182217448,0.9998508093110491,round_top
58,0.9788924523093863,1.0006724422442244,1.0001686100841019,0.9978500444685046,0.9921152262617248,1.0005210227121561,1.0003412605310866,0.99895817401154,1.00149670276212,1.0002963191478997,1.0,0.9998517339855746,round_top
59,0.9888637420082451,1.0003362211221123,1.0008391273076,1.0044786523380773,0.9978946593374736,1.0003481484930936,1.0003391848045207,1.0027838346823656,1.0004487102965467,1.000444544585386,1.0001492968939192,1.0008908293048913,round_top
60,0.9831787984551086,1.000336278000817,1.0003353011105578,0.9993385924553262,0.9956129251919777,1.0001729954156213,1.0003392426993478,1.0,1.0004487102965467,1.0002963630569242,1.00014931918681,0.999554365474562,round_top
61,0.9885523324126775,1.0003363911217509,1.0003353011105578,0.9973564779796545,0.997542188970688,1.0003482697426795,1.0003414345800676,0.997917026372527,1.0002989025281395,1.000148181528462,1.00014931918681,0.999406847998015,round_top
62,0.9711198110559143,1.001180067585689,1.0003352445659903,1.0016558212951,0.9887965105846519,1.0010424082736167,1.0001685257833783,1.0008692297116908,0.9973125456066352,1.0002963191478997,1.0,1.0004451940861931,round_top
63,0.9864027404903795,1.000336448057993,1.0006708271502043,0.9991729101003523,0.9971913992356923,1.0003483300127352,1.0005101038989868,0.9996519857868336,1.0004486678212725,1.0002974223732681,1.0,0.9995548719699291,round_top
64,0.9921001632765172,1.000169256078254,1.000166662262989,1.0006610075146116,0.9977166900291627,1.000173055675117,1.0,1.0012173650809137,1.0,1.0,1.0,1.0005937683430275,round_top
65,0.9801124404395122,1.000674960214501,1.0003353011105578,0.9996680581207071,0.9942111647412748,1.0001752440106477,1.0003414345800676,0.999827310988556,1.0004485339130642,1.0001492187333463,1.0001493414863594,1.0,round_top
66,0.9847064160349707,1.0,1.0003353569926,0.9986778027204452,0.996137973599123,1.000173055675117,1.0,0.9994796291416538,0.9998499459551108,1.000148181528462,1.0,0.9997032920043013,round_top
67,0.9695927983425922,1.001517112408741,1.000166662262989,0.9968583534758088,0.9889666258279061,1.001045173230251,1.000339357824012,0.9980902416220984,0.996567051498469,1.0004456920663767,1.0,1.000148442085757,round_top
68,0.9917908921337271,1.0001692847307238,1.0005021876677347,1.002652103666451,0.9978928120710778,1.0001731159766072,1.0001707752341755,1.0024346289909494,1.0008982757859488,1.0,1.00014936379257,1.0013359787718117,round_top
69,0.9813323030263231,1.000505618557233,1.0003353011105578,1.001158703796686,0.994737326764584,1.0001752440106477,1.0001706881506154,0.9998251276125714,1.0008966213407755,1.0,1.0,0.9994061435563185,round_top
70,0.9839385698776802,1.0,1.0005041367674263,0.9985130326612087,0.996137973599123,1.0003484513888117,1.000339415777924,0.9991318271715947,0.9997014981063785,1.0,0.9998506808131898,0.9995549380064519,round_top
71,0.9775193195729495,1.0003385694614475,1.0003354694946405,0.9970240624155111,0.9938614426760979,1.0005216576726963,1.0001707752341755,0.9980892468041435,1.000298769696944,1.0,1.0,0.9998515138310501,round_top
72,0.9790389679783215,1.0008421521942399,1.0008395503425285,1.0034822432692438,0.993861582721219,1.0006969027776238,1.0005101038989868,1.0031309120946468,1.00164651895832,1.0002974664588802,1.0002986829727187,1.0014850822036678,round_top
73,0.979500543153218,1.000336674605027,1.0003376165895843,1.0006613360147736,0.9943847796884324,1.0003486332245244,1.0003395890331963,1.0015646430616403,1.0005979865520978,1.0,1.0,1.000594032881467,round_top
74,0.9705079833812523,1.0018548085602101,1.0005044751830756,0.9980150446856542,0.9889631082099267,1.001219319890461,1.0003395890331963,0.9987850624761668,0.9970147174260986,1.0002965391243768,1.0,0.9998515358759189,round_top
75,0.989476833464097,1.0001694557989014,1.000166858282377,0.9988407356587001,0.9973645012382001,1.0,1.000168783943733,0.9986109292794363,1.0004481090563093,1.0,0.9998505694246216,0.9995544753388996,round_top
76,1.0007773099239128,0.9965077642910422,0.9631299606375427,1.0026552608934651,1.0007040042840392,1.011104078915781,0.996946594122566,1.0006961062529467,1.00029876841022,0.9958543288589926,0.9961301211455689,1.0004449500596992,round_bottom
77,1.0010896644786287,0.9946817618878849,0.9634732805980248,1.002487093345665,1.000704127804968,1.0116203284906216,0.9994909348055755,1.0010435928074426,1.0004487122724084,0.9970361851728556,0.9979148322730685,1.0002973252388319,round_bottom
78,1.000310502676164,1.0010003713953683,0.9611871456338056,1.0021571367216575,1.0001777322290852,1.0109265905810216,0.9983014337772026,1.000175725423465,0.9998501901988639,0.9992585611439573,0.9971698769291337,1.0,round_bottom
79,1.0003106960976877,1.0016653950432584,0.9650863964432825,1.001991656050336,1.000702188796393,1.0084931291784234,0.997622028067307,1.0008682584738686,1.0004479947126401,0.9954107018398546,0.996722854171138,1.0004452143347349,round_bottom
80,1.000623318578895,0.9995011467661988,0.9606604265220957,1.00232345895709,1.0007023120853125,1.0081409353146282,0.9962663745687258,1.000694606779095,1.000298947042085,0.9949676477232389,0.9956836060833181,1.0001477347500316,round_bottom
81,0.9978208776857874,0.9970088720905522,0.9949819077649972,1.0004984103435721,1.0,0.9968943355380793,0.9974520444462465,1.000173742593665,1.0001499218447203,0.9989611884246711,0.9991053056439021,1.0,round_bottom
82,0.998133876989979,1.001999744543611,0.9956441785034323,1.0006624994154418,1.000175701824756,1.0025991045580755,0.9966013931938146,1.0005214089628864,1.0001490922412397,1.0007426503917634,0.9988067559608985,0.9998522212986053,round_bottom
83,1.0012468443586844,0.9923643326844341,0.9653188006466503,1.0029890414802576,1.0008809757789467,1.0116472326859238,1.0018723065532869,1.0008713946325656,1.0001499666835378,0.999406742082639,0.9983611193613926,1.000147800543167,round_bottom
84,0.9992214431514748,0.9950219067821812,0.9808673855524543,1.0009955327658862,1.0005272907661673,0.9986182375238817,0.995588811641618,1.0006954536943748,1.0001499666835378,0.9939345148717453,0.9971690232539455,1.0002966175869916,round_bottom
85,1.000311519753745,0.9923792825720862,0.9681277165031436,1.00199139530171,1.0005271981039365,1.0046779487784265,0.999320821933607,1.0010454095598134,1.0002991258876837,0.9939350659699002,0.9973186256122135,1.000445412638827,round_bottom
86,1.00093441371707,0.9849767462042468,0.9583488503886011,1.0024902183909838,1.0005271981039365,1.0050161294883593,0.9974507808716836,1.0006953328014334,1.0001499666835378,0.9915778020682742,0.9965748359884763,1.000147800543167,round_bottom
87,1.0015588981319437,0.9862757712826502,0.9606313398664363,1.0026582372223372,1.0005272907661673,1.0083151661399814,1.0003412605310866,1.0006955746293613,1.0002991258876837,0.9924616655121197,0.9976164636794748,1.0,round_bottom
88,1.001090828860215,0.9870893904502349,0.9585252803876285,1.0023257536767574,1.0008789724349618,1.008486415207656,0.9984717660373981,1.0010437249383355,1.000298318167406,0.9926085337837224,0.9974669670007351,1.0004454789238864,round_bottom
89,1.001247050216922,1.0033338913067738,0.9580021689115915,1.0026580496195263,1.0010574542425434,1.0119959750346923,0.9955864480501482,1.0012176790947247,1.0004483968533795,0.9992581639964286,0.9968720871978236,1.0002976343901948,round_bottom
90,1.000466245090532,0.9904114149072165,0.9575310681616638,1.0021588121267906,1.000705740796446,1.0029367330746575,0.9959227412840589,1.0008699221085129,1.0002992600348026,0.9893738857813381,0.9956823385733594,1.0002967055950893,round_bottom
91,0.9998439973742133,0.9925370616268014,0.9771864198884705,1.0013284901641009,1.0007058649275389,1.0010382581743704,0.9967712521861314,1.0010442699036057,1.0002992600348026,0.9955578240918556,0.9967218051531089,1.0001478663949297,round_bottom
92,0.9998439730335967,0.9879352443916736,0.9907947866295447,1.0013287104874473,1.0005299772734637,1.0008662656096916,1.0042602699881944,1.000522134951803,1.0004485306783044,0.9930504042492851,1.001344108364581,1.0002967497630868,round_bottom
93,1.0021835140823523,0.9844644819019528,0.9583352749183014,1.0028242026555703,1.000705989102306,1.0079731348559533,0.9982999899874097,1.0010444516851826,1.0004485980033124,0.9923140163657922,0.9967225740708923,1.0002967936554272,round_bottom
94,1.000310702543278,0.989571233226407,0.9658728617436197,1.0014967576755176,1.0005300705063216,1.002944790104456,0.9981313747925229,1.0008703764043188,1.0002984519722558,0.9921663142402215,0.9979120919533685,1.0001488613565648,round_bottom
95,1.0,0.9936917921749604,0.9747550965573112,1.0011630607230881,1.0003518371919689,0.9993079388366386,0.996097741671776,1.0001740449839343,1.0001501012330476,0.9926085732855758,0.9962766474649187,1.0002967936554272,round_bottom
96,1.0020268389969387,0.9823486811337099,0.9560698672279793,1.0026591902160542,1.00070611332077,1.0067603874062392,0.9966046350035915,1.0010448154382643,1.0004487319483497,0.9904011610245355,0.9964246966571151,1.000296837849648,round_bottom
97,1.0015601830161165,0.9821573671464076,0.955753411635259,1.0024928211825381,1.0008822180954278,1.0053671866651255,0.9960945660747405,1.0010448154382643,1.0002993943022962,0.9901079463906689,0.9964244010277769,1.0001489055442498,round_bottom
98,1.0001561485420982,0.9907218334291549,0.9803427051486866,1.0014957986803383,1.0005279415374213,0.9989637147444848,1.001191765286312,1.0006966649398903,1.0002986304806158,0.991284540263297,1.0001486656367111,1.0002968817680526,round_bottom
99,1.0012476423116168,0.9847978084792864,0.9565543920307209,1.002825614478394,1.0007039220498952,1.0046773788327306,0.996264471972879,1.0010449974098354,1.0005981141911764,0.9921675598663496,0.9973169205041196,1.0004448359606557,round_bottom
100,1.0003123458565466,0.9899055386117596,0.9523822013295539,1.001661230091104,1.000351899097564,1.0010364928218518,0.9940608412031806,1.0006966649398903,1.000298585897191,0.9893744710239964,0.9947897990249278,1.0001489055442498,round_bottom

101,1.000155137304045,0.9998346123313048,1.0,0.9996720333929637,0.9998247612371857,0.9998285675101145,1.0,0.9998268758765778,1.0,0.9998517664658687,1.0,0.9998519803323611,shape_none
102,1.0,1.0,1.000167259126706,1.00016403710221,1.0,1.0,1.0,1.000173154100574,0.9998506374640279,1.0,1.0,1.0,shape_none
103,0.9996897253919099,1.0001634956936403,0.9998327408732942,0.9998378269557694,0.9998247612371857,0.9998285381159767,1.0,1.0,0.9998506374640279,0.9998517664658687,0.9998511032429009,0.9998519803323611,shape_none
104,1.000155185454151,1.0,0.9998327128929987,0.9998378269557694,1.0,1.0,0.9998302949050288,1.0001732140860324,1.0001502561995537,0.9998517444894304,1.000299055336965,0.9998510094348039,shape_none
105,1.0,1.0,0.9998327128929987,1.0,1.0,1.000171550126947,1.0,1.0,1.0,1.0,1.0,0.9998510094348039,shape_none
106,1.000155185454151,1.0,1.0,1.0001621993485927,1.0,1.0,1.0,0.999826815911891,0.9998505927055282,1.0,1.0,1.0001480855668783,shape_none
107,1.0,1.0,1.000167343095686,0.9998378269557694,1.0,1.0,0.9998302661003211,1.0,1.0,1.0,0.9998499084793501,1.0,shape_none
108,1.0,1.0,1.0,1.0,1.0,0.9998284792974512,0.9998302661003211,0.999826815911891,1.000149429620347,1.0,0.9998499084793501,1.0001480855668783,shape_none
109,1.0,0.9998345305534465,1.0,0.9998378269557694,0.9998224243458528,0.9998284792974512,1.0,1.0,1.0,0.9998507469966491,1.0,1.0,shape_none
110,0.9998448386246375,0.9998345305534465,0.9998326849033403,0.9998378269557694,0.9998247612371857,1.0,1.0,1.0001732140860324,1.0,0.9998507469966491,0.9998499084793501,1.0,shape_none
111,1.0,1.0001654968312226,1.0,1.0001621993485927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998519363592098,shape_none
112,1.000155209540414,1.0001655242249572,1.0,1.0,1.0001776071928608,1.0,1.0,1.0001732140860324,0.9998497663739799,1.0002976190476192,1.0,1.0,shape_none
113,1.000155209540414,1.0,1.0,0.9998378269557694,1.0,0.9998284498730529,1.0,0.999826815911891,0.9998505927055282,0.9998517003723101,1.0,1.0,shape_none
114,0.9998448145458491,1.0001655242249572,1.00016731509666,1.0,1.0001752694768207,1.000171550126947,1.0001697627141664,1.0001732140860324,1.0,1.0,1.0002990998852863,1.0001480855668783,shape_none
115,1.0001552816099837,1.0,1.0,1.0,0.9998246993940596,1.0,1.0,1.0,1.0,1.0,0.9997021174290625,1.0,shape_none
116,1.0,1.0,1.0001673711040848,1.0,1.0,1.0,1.0,1.0,1.0,1.000148343626299,1.000148985665702,1.0001490570480247,shape_none
117,1.0,1.000163684937673,0.9998326008781394,1.0001641444993872,1.0,1.0,1.000169820372501,1.0,1.0001494742921202,1.000148365635395,1.0,1.0,shape_none
118,1.0001553057261072,1.000163684937673,1.0,1.0001623055598052,1.0,1.0001716679255648,0.9998301796274989,1.000173303762008,0.9998505480471046,1.0,1.0,1.0,shape_none
119,1.0,1.0,0.9998325728509817,1.0,1.0,0.9998261862253656,1.0,1.0,1.0,0.9997033127474022,0.9998510143342979,1.000149101355683,shape_none
120,1.0,1.000163684937673,1.0001674551855626,1.0,0.9998246686583693,1.0001738439911148,0.9998301796274989,1.0,0.9998505480471046,1.0,1.0,0.9998509208722172,shape_none
121,1.0,0.999836341850701,1.0,1.0,1.0,1.0001738439911148,1.0,1.0,1.0001494742921202,1.0,1.000149007865738,0.9998518923599244,shape_none
122,1.0,1.0,1.0001673991218605,0.9998358824396076,1.0,1.0,1.0,1.0,0.9998505480471046,1.0,1.000149030072391,0.9998509208722172,shape_none
123,1.0004659895491663,1.000163684937673,1.0001673991218605,1.0003264767007571,1.0001753620881009,1.0001716679255648,1.0003396984327164,1.000173303762008,1.0,1.0001483876510235,1.0002980601447822,1.000149101355683,shape_none
124,0.9998447183900161,0.999836341850701,1.0,1.0,1.0,1.0,1.0001698492163582,1.0,1.0,1.0,1.000149030072391,1.000148129579198,shape_none
125,1.0001552816099837,1.0001656064606004,1.0,1.0,1.0,1.0001716679255648,1.0001698492163582,1.0,1.0002989932760489,1.0,0.999702028668596,1.0,shape_none
